epoch,phase,lr_group_1,lr_group_2,lr_group_3,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1,acc_gap,gpu_mem_alloc_gb,gpu_mem_reserved_gb,epoch_minutes
27,2,0.000350723008450916,0.00010542630913664624,5.636696927379231e-05,0.09302294948005159,0.9945800004029739,0.9956391827505451,0.9935130343688303,0.9945749722698397,0.282408066466282,0.9198732458125849,0.9462792928600795,0.933360367666937,0.9397754338210276,0.074706754590389,0.1046299934387207,0.34375,5.689895697434744
28,2,0.00033151251756656866,9.969011045574895e-05,5.3325629033585015e-05,0.0915812074479668,0.995627732667083,0.9964054927302101,0.994838501552482,0.9956213805766864,0.2929829188598503,0.9188773200543232,0.9454645108248835,0.9326845093268451,0.9390310288513881,0.07675041261275983,0.1046299934387207,0.34375,5.696890000502268
29,2,0.0003117486290416295,9.378866879198955e-05,5.019667674206158e-05,0.09070935003685084,0.9956680300618564,0.9962516625690218,0.9950885668276973,0.9956697750297073,0.29348101022355205,0.9197827071072884,0.9434758921274857,0.9363341443633414,0.9398914518317504,0.07588532295456807,0.1046299934387207,0.34375,5.688518170515696
30,2,0.0002915663502750431,8.776229697591468e-05,4.7001486316088995e-05,0.09001893242187406,0.9958695170357237,0.9965229207465729,0.9952897972217787,0.9959059772731812,0.2910386591016464,0.917609778180172,0.9438970990695129,0.9324141659908083,0.9381204950360397,0.07825973885555171,0.1046299934387207,0.34375,5.688812152544657
31,2,0.000271103546695347,8.165216123768878e-05,4.376188414615714e-05,0.08993137410857326,0.9960105579174307,0.9969190854548403,0.995063526745974,0.995990441861407,0.2943013786743431,0.9184246265278406,0.9442089429782579,0.933360367666937,0.9387533138467813,0.07758593138959002,0.1046299934387207,0.34375,5.700214413801829
32,2,0.00025050000000000007,7.55e-05,4.050000000000001e-05,0.08937612087461037,0.9960105579174307,0.9967452887049464,0.9953055410664847,0.996024894599478,0.29412467407189974,0.9198732458125849,0.9433628318584071,0.9366044876993782,0.9399715119039544,0.07613731210484576,0.1046299934387207,0.34375,5.684877280394236
33,2,0.00022989645330465314,6.934783876231125e-05,3.723811585384288e-05,0.08846049154237844,0.9964538292599383,0.9974738214562197,0.9953649115673917,0.9964182506410517,0.3042033379321565,0.9174287007695789,0.9360043022317828,0.9410651527439848,0.9385279050957132,0.07902512849035936,0.1046299934387207,0.34375,5.700540475050608
34,2,0.00020943364972495694,6.323770302408532e-05,3.3998513683911016e-05,0.08783007005034024,0.9963530857730047,0.9973016512283528,0.9954174538730555,0.9963586617579013,0.3187795042903945,0.9129923042100498,0.9270266684357171,0.9444444444444444,0.9356545028456645,0.0833607815629549,0.1046299934387207,0.34375,5.702995149294535
35,2,0.00018925137095837072,5.721133120801048e-05,3.0803323257938446e-05,0.08669660821013912,0.9970179927867663,0.9976632690060836,0.9963787067959603,0.997020574143415,0.31117534694991644,0.9152557718424627,0.9308,0.9436334144363342,0.93717277486911,0.08176222094430363,0.1046299934387207,0.34375,5.69002214272817
36,2,0.00016948748243343157,5.13098895442511e-05,2.7674370966415016e-05,0.08580359307180754,0.9976224537083678,0.9983101991550996,0.996946442203383,0.9976278546156321,0.3118853174409698,0.9155273879583522,0.9300252760409738,0.9449851311165179,0.9374455246396245,0.08209506575001557,0.1046299934387207,0.34375,5.68486045996348
37,2,0.00015027699154908415,4.5573690863353774e-05,2.463303072620771e-05,0.08570930091532653,0.9975418589188209,0.9983102671387191,0.9967863742267213,0.9975477386934674,0.3042425379932817,0.9183340878225441,0.9358561460010736,0.9426872127602055,0.9392592592592592,0.07920777109627675,0.1046299934387207,0.34375,5.682271035512288
38,2,0.00013175112543725015,4.004191921873801e-05,2.1700077975035593e-05,0.08401863719195482,0.9983276581169027,0.9986681733796109,0.9979834644081468,0.9983257014907309,0.30006394000102515,0.920416478044364,0.94089003111051,0.9402541227358746,0.9405719694408762,0.07791118007253872,0.1046299934387207,0.34375,5.805164647102356
39,2,0.00011403643454845446,3.475236221987918e-05,1.889554775416413e-05,0.08505824843535256,0.9978239406822349,0.998315755704375,0.9973558751652578,0.9978355845925688,0.29541229888317866,0.9212313263920326,0.9401294498381877,0.9424168694241687,0.9412717699473471,0.07659261429020225,0.1046299934387207,0.34375,5.729883273442586
40,2,9.725392818392788e-05,2.9741152904619747e-05,1.623859784875812e-05,0.08398314885865223,0.9980455763534888,0.9983772819472616,0.9976892204159403,0.9980331325911957,0.29085150442009006,0.9212313263920326,0.943357783211084,0.9387672343876723,0.9410569105691057,0.07681424996145614,0.1046299934387207,0.34375,5.6981929262479145
41,2,8.151824787937766e-05,2.5042522913882305e-05,1.3747377920783234e-05,0.08335389900407719,0.9985089963933832,0.9990040237440739,0.9980497512437811,0.9985266594990643,0.29359597512071844,0.9215029425079221,0.9411049574496826,0.9417410110840768,0.9414228768326465,0.07700605388546111,0.1046299934387207,0.34375,5.700019045670827
42,2,6.693688428705367e-05,2.0688568654851698e-05,1.1438905528411301e-05,0.0829785608939777,0.998730632064637,0.9991175644779592,0.9983567134268537,0.998736994045829,0.29719392295847546,0.9198732458125849,0.9419188492332745,0.9382265477155988,0.9400690729328909,0.07885738625205208,0.1046299934387207,0.34375,5.689374550183614
43,2,5.360944290559983e-05,1.670903204996869e-05,9.328949878842459e-06,0.08328932218429402,0.9986500372750902,0.9989426166171865,0.998333604291985,0.9986380176041306,0.29642428491262895,0.9213218650973292,0.9384822028206851,0.9444444444444444,0.9414538839857172,0.077328172177761,0.1046299934387207,0.34375,5.743750806649526
44,2,4.1626963673499185e-05,1.3131097369441642e-05,7.431924108630131e-06,0.0827069152384142,0.9986701859724769,0.9990673533108958,0.9982577691341518,0.9986623971464472,0.29601608130148277,0.9222272521502942,0.9397444519166106,0.9444444444444444,0.9420885862603654,0.0764429338221827,0.1046299934387207,0.34375,5.681452099482218
45,2,3.1071299073981e-05,9.979205535116574e-06,5.760786827343686e-06,0.08246257232004044,0.9987910781567971,0.9991909057809782,0.9983831197704031,0.9987868494480165,0.3003073809109375,0.9223177908555907,0.938337801608579,0.9462016761286834,0.942253331538565,0.0764732873012064,0.1046299934387207,0.34375,5.679956245422363
46,2,2.201455499956315e-05,7.274887164198216e-06,4.326953597125228e-06,0.08247902860735105,0.9986903346698636,0.9990755255436312,0.9983131175194795,0.9986941760250718,0.3030317384693999,0.9205070167496605,0.9359454399572078,0.9460665044606651,0.9409787577305727,0.07818331792020305,0.1046299934387207,0.34375,5.682614354292552
47,2,1.451859819569163e-05,5.036615493302711e-06,3.1402189528249272e-06,0.08202685280306975,0.9988918216437307,0.9991522344677244,0.9986281471917366,0.9988901220865705,0.3026073280578558,0.9216840199185151,0.9330505104069998,0.9513381995133819,0.9421056154206546,0.07720780172521557,0.1046299934387207,0.34375,5.677435553073883
48,2,8.63463364813707e-06,3.279680187519887e-06,2.2086894953964498e-06,0.0824291628413379,0.9987104833672503,0.9991518235793045,0.9982647996448892,0.9987081146548243,0.3027370522975004,0.9208691715708466,0.9326259946949602,0.9505271695052717,0.9414914981925291,0.07784131179640374,0.1046299934387207,0.34375,5.68245487610499
49,2,4.40285480102078e-06,2.016082896497187e-06,1.5387285155924682e-06,0.08245861146808696,0.9988515242489573,0.9991541807636539,0.9985508996498007,0.9988524491151779,0.3032254600920198,0.9208691715708466,0.9342385516506923,0.9486347661530143,0.9413816230717639,0.07798235267811071,0.1046299934387207,0.34375,5.675810702641805
50,2,1.852168994835873e-06,1.2544552710030964e-06,1.134912526236541e-06,0.08204635658140653,0.999012713828051,0.9993926879630755,0.9986244841815681,0.9990084383916465,0.3026011358685168,0.9215029425079221,0.9344153252627377,0.9494457961611247,0.9418706000670466,0.07750977132012893,0.1046299934387207,0.34375,5.683814028898875
