epoch,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1
1,0.15613053156442125,0.932804094215309,0.9701478994646584,0.9317917731815013,0.9505830752589387,0.12685562990116744,0.9539157990040742,0.96104939097845,0.9705325763719924,0.9657677046203511
2,0.051492373853208,0.9799117487054462,0.9924280368875401,0.9785033697420404,0.985416514298252,0.14479779855893854,0.9504753282028067,0.9771555927009333,0.9482292511489592,0.9624751320573506
3,0.03261565151927154,0.9871048336725031,0.9951342478602415,0.9862305368347665,0.9906623869273417,0.17860337068725704,0.9559981892258941,0.9562978611037761,0.9790483914571506,0.9675394068928667
4,0.02581663095767426,0.9900062460961899,0.9967205434527993,0.9888449918661399,0.9927671488567429,0.15583457935825623,0.9598913535536442,0.9687289392101361,0.9714787780481211,0.9701019099682797
5,0.020114033226531873,0.9912756140315528,0.9968718023680748,0.9905298628863584,0.9936907138381733,0.16927451046332942,0.961611588954278,0.9679280730005367,0.974993241416599,0.9714478114478114
6,0.02233143957435997,0.99147710100542,0.9972796677099482,0.990413664884964,0.9938348078296483,0.15544194353182814,0.9660479855138071,0.9771708112515287,0.9720194647201946,0.9745883309615776
7,0.017001397811305597,0.992746468940783,0.9978661210172464,0.9916627933999536,0.99475478625754,0.1879259815763511,0.9656858306926211,0.9822729146626357,0.9662070829954041,0.9741737649063033
8,0.015194695470795555,0.9932904837702242,0.9981005815142748,0.9922147339065768,0.9951489547672809,0.2037597892934616,0.9529198732458126,0.9761838825810025,0.9529602595296026,0.9644322845417237
9,0.014789963923009249,0.9937942012048921,0.9981892523364486,0.9928538229142458,0.9955143889083071,0.16885264815774248,0.9645088275237664,0.9728671706263499,0.9741822114084888,0.9735242469269215
10,0.013008241177146338,0.9943583647317201,0.9981616574263203,0.993696258424355,0.9959239526013917,0.1401224469563656,0.9643277501131734,0.9706989247311828,0.9762097864287645,0.9734465561396415
11,0.013706241612485445,0.9936330116257984,0.9982470491994858,0.99256332791076,0.9953970751034201,0.20118701572831077,0.9598008148483477,0.972803916236062,0.9670181130035145,0.9699023861171366
12,0.012451426476388406,0.9942576212447866,0.9982195499255714,0.9934929119219149,0.995850622406639,0.2074446522295992,0.9626980534178361,0.9803355335533553,0.9636388213030549,0.9719154737559645
13,0.013091750244789098,0.9939956881787593,0.9981897810218978,0.9931443179177318,0.9956606575996738,0.184545256336954,0.9536441828881846,0.976473844450595,0.9537712895377128,0.9649890590809628
14,0.011600522020215448,0.9946001491003607,0.9987151033757738,0.9934929119219149,0.9960971631618804,0.16082161461040292,0.9635129017655047,0.9718062862538783,0.9737766964044337,0.9727904935520897
15,0.0122353896113124,0.9947008925872942,0.9985988265172082,0.9937543574250522,0.9961707022320584,0.16496087665804454,0.9626075147125396,0.9764015823216478,0.967558799675588,0.9719600787561953
16,0.011921525559384577,0.9947411899820676,0.9987444888901865,0.9936672089240065,0.9961993796688655,0.1918048470178247,0.961430511543685,0.9740277400054392,0.9682346580156799,0.9711225596529284
17,0.010974054144444134,0.9948620821663879,0.9989486288367746,0.993638159423658,0.9962863176290687,0.18316188992709712,0.9611588954277954,0.9618290258449305,0.980940794809408,0.9712909054406745
18,0.009591513479597354,0.9950232717454817,0.9988906081219163,0.9939286544271438,0.9964034538491781,0.16220829768855324,0.9655952919873246,0.9758611337130458,0.9726953230602866,0.9742756566477119
19,0.010686214530288098,0.9947814873768411,0.9987445622025635,0.9937253079247037,0.996228613032399,0.16152767080019956,0.9722951561792667,0.9733048585157501,0.9856718031900513,0.9794492948287441
20,0.010224270271008864,0.995204610021962,0.9986871280196056,0.9943934464327213,0.9965356622998545,0.14141444042675388,0.9665006790402897,0.9716778523489933,0.9785077047850771,0.9750808189655172
21,0.009449173119560098,0.9954665430879893,0.9990951811097166,0.9943643969323728,0.9967241755841887,0.14254808205915045,0.9702127659574468,0.9733494040444624,0.9824276831576102,0.9778674739320552
22,0.011324559731205457,0.9947008925872942,0.9985115138779441,0.9938415059260981,0.9961710367318416,0.17557537321768735,0.9668628338614758,0.9819078947368421,0.9683698296836983,0.9750918742343814
23,0.008373069421052823,0.996050855312204,0.9989795323342469,0.9953230304438764,0.9971479293384943,0.19161795402340248,0.9672249886826618,0.9736133548734518,0.9775615031089484,0.9755834345069473
24,0.008534780613993563,0.9960105579174307,0.998804943453422,0.9954392284452708,0.9971192457661643,0.16942131734901633,0.9636034404708013,0.9770867430441899,0.9683698296836983,0.9727087576374746
25,0.009540298943022045,0.9953053535088956,0.9983384346305203,0.9948872879386474,0.9966098735613788,0.1743484641867862,0.9624264373019465,0.977046044541604,0.9666125979994593,0.9718013182034382
26,0.009164005154607089,0.9959702605226572,0.9986595174262735,0.9955263769463165,0.9970904858888565,0.1574351312345592,0.9628791308284291,0.9629040805511394,0.9824276831576102,0.9725679111467951
27,0.00763914635593973,0.9966351675364188,0.9988931931377975,0.9962526144550313,0.9975711563913492,0.14946698697545838,0.9694884563150747,0.9740835235665368,0.9805352798053528,0.9772987537891547
28,0.008840848646732683,0.99570832745663,0.9988626089999708,0.9949453869393446,0.9969001498988547,0.12023841433256693,0.9677682209144409,0.9714783074450991,0.9806704514733712,0.9760527377909324
29,0.008640547521557126,0.9962926396808446,0.9986891931255462,0.9959621194515454,0.9973237920702795,0.26822959298650395,0.9630602082390222,0.9638970002654632,0.9816166531494999,0.9726761317974819
30,0.008415061250316427,0.9961515987991376,0.9988342610672339,0.9956135254473623,0.9972212927535389,0.1723102120786767,0.9594386600271616,0.9814353006372957,0.9575560962422276,0.9693486590038314
